monthly_income,income_stability_score,employment_type,avg_monthly_txn_volatility,credit_history_months,utility_payment_consistency,existing_monthly_debt,savings_to_income_ratio,num_dependents,debt_to_income_ratio,risk_label
37600.0,0.7152503193890041,salaried,0.4078783524666572,1,0.582679215546352,8100.0,0.7182260450913067,1,0.215,0
27300.0,0.9173323703179911,salaried,0.10624938864566646,5,0.9010898503270329,7700.0,0.32259638502473975,0,0.282,0
25900.0,0.44102333864406934,self_employed,0.15136077383615898,23,0.6789823059672986,1700.0,0.43243898352228777,0,0.066,1
25900.0,0.6287221589596449,self_employed,0.10959797485806809,0,0.8669268482943994,9900.0,0.1480695469326175,4,0.382,0
60800.0,0.6679029564348227,self_employed,0.17833869225670318,21,0.9426795293233468,2900.0,0.3171416337941139,2,0.048,0
42700.0,0.8538198169748961,salaried,0.19690581038480828,75,0.6396529833639929,13300.0,0.7029467926128868,1,0.311,0
22700.0,0.37589408927089996,salaried,0.6437039578733252,38,0.9135512849061869,6400.0,0.24982101147957517,1,0.282,2
38500.0,0.7987141156790496,gig_worker,0.539083975261458,10,0.4982489023664868,5000.0,0.24503232354965981,0,0.13,1
33200.0,0.9458624370405491,gig_worker,0.4159559601363808,3,0.7379893892166361,15800.0,0.2414701976085481,3,0.476,0
8700.0,0.4310078761402294,salaried,0.2766623084916133,15,0.5714167010387808,2100.0,0.3585903148378564,0,0.241,1
16400.0,0.9210870748678794,self_employed,0.19527305878160695,11,0.9118823745638898,1600.0,0.30515994052494466,2,0.098,0
34400.0,0.9674712719814352,salaried,0.5658812482824777,85,0.9570869956319167,12000.0,0.10798387284449643,1,0.349,0
58000.0,0.686263736997143,salaried,0.307417545450701,110,0.5211189756127914,10500.0,0.3189983531293322,1,0.181,1
26000.0,0.929645762066773,gig_worker,0.2817955875048002,12,0.500680197760898,16900.0,0.40717407889373747,0,0.65,1
21800.0,0.8763324307560667,self_employed,0.3288493195657527,3,0.6613400245006209,11100.0,0.440521786933808,1,0.509,0
31100.0,0.799614658701736,salaried,0.5038466387910652,57,0.5072185500833254,5900.0,0.457441851655399,2,0.19,1
21100.0,0.8571683839923204,salaried,0.27189240005169485,37,0.7060898206780228,3000.0,0.1806623930241569,0,0.142,0
25100.0,0.44621835376042934,unemployed,0.0838271629291287,17,0.7885821960950246,7700.0,0.18286082540996587,2,0.307,2
29100.0,0.5794265350276107,gig_worker,0.03315151225717713,10,0.6567797986074247,3600.0,0.23749126078311333,3,0.124,0
15900.0,0.8437560678638815,gig_worker,0.118829531988364,14,0.6593331499611025,1200.0,0.22313529669687057,0,0.075,0
43800.0,0.4970801491507958,self_employed,0.3092582345829657,55,0.8299691898727162,2400.0,0.37906831626529436,3,0.055,0
14300.0,0.5926521720884691,self_employed,0.15254112253607174,4,0.9180547621614281,2800.0,0.30205576563749853,1,0.196,0
13300.0,0.6172271413935887,salaried,0.3691236858128296,39,0.6677360462678121,7100.0,0.7348605490349777,3,0.534,1
32500.0,0.8514032028092963,salaried,0.42752493956729,0,0.5856620501698264,1100.0,0.5192210319063009,0,0.034,0
42200.0,0.8863095868340188,salaried,0.33074111325738564,60,0.6905342398689309,1400.0,0.07248771069876687,2,0.033,0
32000.0,0.819833657760187,self_employed,0.10482957574874253,16,0.6540780991035089,3200.0,0.17803545028693957,0,0.1,0
27600.0,0.3102814785253084,salaried,0.13635204531634537,6,0.947190986906119,2600.0,0.042823198824517225,1,0.094,0
25000.0,0.7307470831118922,gig_worker,0.5985741793823539,0,0.9459978469942181,6000.0,0.16097224903137622,3,0.24,2
22800.0,0.7164258585691677,salaried,0.5863213970832531,19,0.880862181145733,3700.0,0.1148364203732793,3,0.162,1
48700.0,0.969171746999846,salaried,0.5982690582574074,6,0.8865892104747096,3900.0,0.26671390137240036,0,0.08,1
34600.0,0.7831504758188931,salaried,0.4488043655390477,23,0.5755653036242931,8900.0,0.10628860391859744,4,0.257,2
23800.0,0.8007416452107224,salaried,0.5823807044354936,7,0.7352058305367974,9900.0,0.19667047369771784,1,0.416,2
20100.0,0.7156912995028678,salaried,0.08581464131477945,2,0.8988145237254763,2800.0,0.10507755807593908,2,0.139,0
39700.0,0.8913075678703527,salaried,0.15667374078681404,16,0.8507531423584438,7200.0,0.24191698621621138,1,0.181,0
48100.0,0.8078508079889152,salaried,0.3746356959145953,19,0.6203740095271887,2300.0,0.21012436258341982,0,0.048,0
46000.0,0.7199942536168762,self_employed,0.1061947331560152,14,0.8986689282141884,8700.0,0.1605474181840494,0,0.189,0
18300.0,0.8260945711489482,self_employed,0.2684254497179095,14,0.827304666374458,2000.0,0.15835554503360155,2,0.109,0
24800.0,0.75993400259184,salaried,0.14981303454135686,21,0.935509027446837,10500.0,0.16404432379336864,0,0.423,0
22600.0,0.9468589754544118,self_employed,0.5554041071471462,17,0.9406611550319903,600.0,0.37107581312146243,2,0.027,0
26600.0,0.8271995382958871,self_employed,0.26592269092406584,3,0.73481627071525,2100.0,0.22486478182031888,2,0.079,0
43600.0,0.6704523956099853,salaried,0.16928211893539977,5,0.7373621390371413,3200.0,0.5191798390690225,1,0.073,0
55400.0,0.8288165979333161,gig_worker,0.5870507479388292,3,0.9390653688069752,3800.0,0.18746068325888376,4,0.069,1
35200.0,0.6238828766342115,self_employed,0.14131089761644824,28,0.9088932465577471,1700.0,0.5651326934471721,1,0.048,0
20500.0,0.6856098859213948,salaried,0.28111755208557937,18,0.906463567853831,3000.0,0.2069334948903004,2,0.146,0
28800.0,0.8752597306668105,unemployed,0.47725639399511527,13,0.4868395538855548,4200.0,0.3214478788919921,2,0.146,1
60400.0,0.8109588427406655,gig_worker,0.10906451396710498,38,0.8599942640723339,700.0,0.12800571672800226,1,0.012,0
30700.0,0.7056574097353917,unemployed,0.23513370741980147,9,0.7347693423195626,6200.0,0.09433127248928082,4,0.202,1
25000.0,0.5252300158741373,self_employed,0.09760630545757983,20,0.8299707384771395,6300.0,0.26497939674548093,0,0.252,0
26100.0,0.7777182117850757,salaried,0.33763402493155814,1,0.5855261290700552,10400.0,0.2696636802296417,1,0.398,1
35200.0,0.6864373317707485,salaried,0.4603069883652974,32,0.5349042922893323,22400.0,0.08464834995940944,2,0.636,2
18600.0,0.6567883197567269,self_employed,0.20671718770153663,28,0.5547672968607309,2100.0,0.05829771178977193,3,0.113,1
22300.0,0.9275617996320366,unemployed,0.2727222541789424,38,0.8448886092361512,11700.0,0.1422346892456822,1,0.525,0
45700.0,0.4770859105742661,self_employed,0.44592364584120997,51,0.8784027981207287,1400.0,0.39183970445603494,0,0.031,1
34700.0,0.6202721598365964,gig_worker,0.16898705489656682,34,0.9244922730815596,3900.0,0.16893314757209266,2,0.112,0
30800.0,0.9174558359147428,salaried,0.14153454851274683,44,0.6231442620703284,6500.0,0.16286202625390467,0,0.211,0
46800.0,0.6150913974635859,salaried,0.3149389171865342,10,0.24895032413527074,6400.0,0.4852068254252844,2,0.137,1
19800.0,0.5489793526428729,unemployed,0.292026231566285,10,0.7850111875480764,10000.0,0.17060442006749996,0,0.505,2
24600.0,0.6346594861716802,gig_worker,0.17958818139693794,69,0.7323720486596421,3500.0,0.35323662164941383,1,0.142,0
34100.0,0.8857062375584703,unemployed,0.4436543372803714,59,0.7923818793218627,5300.0,0.5525562440497898,1,0.155,1
33500.0,0.7633403535508828,gig_worker,0.2871933932931502,19,0.7910137710517949,5700.0,0.3232134308739899,1,0.17,0
12600.0,0.6357641788039666,salaried,0.39128003930943417,10,0.9404760623976678,13100.0,0.34482847625663693,1,1.04,1
23300.0,0.7498505140883278,self_employed,0.4268769105664859,48,0.8105112871512182,4900.0,0.3438594703790138,2,0.21,1
26900.0,0.8954207465225513,unemployed,0.20335891647752152,9,0.690796994595661,3400.0,0.08668843045828935,1,0.126,0
36000.0,0.6293294536212161,self_employed,0.27089053539580604,4,0.8085961096553261,9100.0,0.3919580180370162,1,0.253,1
33500.0,0.592900481589481,salaried,0.26543336310624793,24,0.6919868087319189,4800.0,0.23473248367472457,1,0.143,1
28200.0,0.8077964763471907,salaried,0.19286613507373235,1,0.7006500957776093,10300.0,0.1622479555517457,0,0.365,1
8700.0,0.6782322753388702,self_employed,0.2235687046552787,11,0.9445664593491794,10300.0,0.16252055930498546,1,1.184,2
28900.0,0.56420128312281,salaried,0.4519655276559323,39,0.4134684708252246,900.0,0.22953565316317648,0,0.031,2
30300.0,0.6644793264161643,gig_worker,0.2698193496592596,8,0.8189195870434445,21000.0,0.27443059749876364,0,0.693,0
85600.0,0.5481154787472411,salaried,0.158708448590301,64,0.8992307195150591,1500.0,0.3605562613381412,1,0.018,0
26500.0,0.8028569321780248,salaried,0.088518041265209,74,0.6732774124891385,5700.0,0.18131079516560725,0,0.215,0
34200.0,0.7710827761107304,gig_worker,0.09682911186089864,40,0.8267631621826972,2900.0,0.18411982148781178,2,0.085,0
50600.0,0.9383679973733711,self_employed,0.09114878848701168,105,0.6239605697426931,2700.0,0.1289854527544144,1,0.053,0
42400.0,0.8594586802174443,gig_worker,0.5732780996284671,18,0.8678504804760424,2000.0,0.4152655018306947,2,0.047,0
56500.0,0.5883455393444762,salaried,0.3933790619575452,20,0.6164803340574359,9400.0,0.14668664692273162,1,0.166,2
12700.0,0.5152390994503011,unemployed,0.27195224007295976,43,0.556728397568372,3700.0,0.45488488647947184,0,0.291,2
16600.0,0.5350682113667775,salaried,0.5557495815636806,16,0.867650586071338,11400.0,0.15437643334700793,1,0.687,2
21500.0,0.6668174881968011,salaried,0.3368740559827703,12,0.7882343115420648,3600.0,0.3193433052526071,2,0.167,0
11400.0,0.8631051580286453,gig_worker,0.07345527385226223,22,0.7760632443622734,3500.0,0.06257288654392898,0,0.307,0
30400.0,0.9591505276007669,gig_worker,0.1097331072103983,25,0.8045914500267934,2200.0,0.12492685374439959,1,0.072,0
17400.0,0.7278006242320482,salaried,0.22750273420150993,33,0.8622435561270129,4400.0,0.06989976315371055,5,0.253,0
60100.0,0.5501853844461739,unemployed,0.2020127696979587,26,0.5947525454060419,700.0,0.3682611983919526,2,0.012,1
18900.0,0.81739372416179,self_employed,0.2974569288979502,32,0.790265653252305,11200.0,0.043406268497741006,2,0.593,1
24700.0,0.8605942036942265,unemployed,0.42173495836443803,26,0.9356849770352551,6500.0,0.08117961714675544,1,0.263,1
43600.0,0.9224175957864069,self_employed,0.17767151185109986,15,0.687107311958645,5000.0,0.16790872648130992,0,0.115,0
14200.0,0.6954020140841422,self_employed,0.7218032660622422,3,0.8096854722408466,700.0,0.32236603209391795,2,0.049,2
11000.0,0.3121664805139542,salaried,0.33927542663599847,36,0.9747498108544167,2300.0,0.2255188529983556,0,0.209,1
32300.0,0.28375139287438766,salaried,0.35569968070707547,0,0.8466424010293598,500.0,0.3995510472450609,1,0.015,1
33500.0,0.5541108515760089,self_employed,0.25605643337635553,117,0.864504941661078,1700.0,0.23015971343105268,0,0.051,1
43000.0,0.6964886425619813,self_employed,0.436823012183207,42,0.7799027399033155,4600.0,0.08394979931341971,1,0.107,1
38100.0,0.901896436300885,salaried,0.26951356561195977,26,0.6547010556478393,6800.0,0.27345570345638665,0,0.178,0
34100.0,0.624713260634122,salaried,0.1571813503451608,81,0.6113592126906229,2300.0,0.18904013111144535,0,0.067,1
20100.0,0.8933109989515975,salaried,0.31392519791064066,22,0.8342028986887107,2000.0,0.12319668961789984,2,0.1,0
33000.0,0.8145143594963011,gig_worker,0.34465071759832433,1,0.8349057259234155,8200.0,0.3028141253348362,0,0.248,0
34100.0,0.6318061546353155,self_employed,0.20870903918067132,19,0.6462036449877172,5200.0,0.33237303384077355,0,0.152,1
19700.0,0.8270735688006766,gig_worker,0.1631784165258035,7,0.8021289121399288,8900.0,0.19726779459974686,5,0.452,0
68200.0,0.7732231850870134,unemployed,0.24507294777901417,11,0.8491287243690342,12900.0,0.15405036858019105,2,0.189,1
37200.0,0.8811782502352599,self_employed,0.28898203240996545,14,0.6290764054650895,6100.0,0.4648492386999197,0,0.164,0
16800.0,0.7518698360449738,unemployed,0.34629125538544764,35,0.645277210691536,3200.0,0.1127693566552673,0,0.19,2
43100.0,0.8086347977171185,salaried,0.39052373963084636,16,0.768604932766625,4000.0,0.2786230719546431,1,0.093,1
46700.0,0.4299921968369333,salaried,0.30230938563025106,15,0.8611428363448743,4300.0,0.2986520598092149,4,0.092,0
36100.0,0.8747790852827905,salaried,0.1966581503952552,8,0.8404249544617156,3900.0,0.39257026179700183,1,0.108,0
25700.0,0.7563568106719536,self_employed,0.3346036882243078,18,0.6421947681264715,6600.0,0.22831000742655586,1,0.257,1
19200.0,0.8348676585730097,gig_worker,0.1937523984001165,6,0.6158018436016256,5100.0,0.16691428111169646,1,0.266,0
28200.0,0.5875724363469984,self_employed,0.10710629939903613,7,0.7809961991410795,2100.0,0.2009049692020453,2,0.074,1
34900.0,0.8880105434170363,salaried,0.17319171765107713,33,0.8861975212500912,1500.0,0.28960484650558027,0,0.043,0
29500.0,0.45061947375610517,gig_worker,0.23675226980159658,10,0.630962211901246,4500.0,0.26250749356051073,0,0.153,2
57700.0,0.6667913855124249,self_employed,0.29962561574141255,1,0.731149612665628,400.0,0.16495072932924218,1,0.007,1
40000.0,0.8964576049765773,salaried,0.2187317839754873,10,0.5167295676902651,10500.0,0.43304041662820053,4,0.262,0
18100.0,0.8673906642410062,self_employed,0.3149521775968643,24,0.8907153808547544,2800.0,0.28747941858167586,3,0.155,0
15800.0,0.5453972832512601,unemployed,0.26415628975389605,40,0.6480659883871503,14400.0,0.018126075413870395,2,0.911,2
37400.0,0.6609553055093229,gig_worker,0.23400102689867744,78,0.872630396161469,11800.0,0.3190631427136227,1,0.316,1
26000.0,0.7919268829976335,self_employed,0.08452301510200282,32,0.9124088416164182,12000.0,0.38095549947497365,0,0.462,0
41700.0,0.9400767392962003,salaried,0.06287678825692364,13,0.7890137845458289,3200.0,0.07554945042468814,0,0.077,0
